mode,slack,strictly_positive
16517,75721663306570240158929/5171617209375000000000000000,true
16520,299400900209/124118813025000000,true
16523,56764138555892975904568739651/4964752521000000000000000000000000,true
16526,50807766998754940259617/4964752521000000000000000000,true
16529,3623703228743/496475252100000000,true
16532,5600736020564993210380020599/827458753500000000000000000000000,true
16535,19386194904309901652461/3878712907031250000000000000,true
16538,379438739827/99295050420000000,true
16541,16683814252451470765809034561/1654917507000000000000000000000000,true
16544,248731351148029738254793/15514851628125000000000000000,true
16547,310557975623/165491750700000000,true
16550,60191330574598537730709744083/4964752521000000000000000000000000,true
16553,163540848208640775126319/24823762605000000000000000000,true
16556,377127371677/99295050420000000,true
16559,26804201833946714099771160047/4964752521000000000000000000000000,true
16562,261683118418070257569959/31029703256250000000000000000,true
16565,453493750547/99295050420000000,true
16568,2425818943693910488105248031/275819584500000000000000000000000,true
16571,169706213619486179423009/15514851628125000000000000000,true
16574,138618295777/55163916900000000,true
16577,97784629078122301407912937/15514851628125000000000000000000,true
16580,549186123738663465685763/41372937675000000000000000000,true
16583,154897090007/27581958450000000,true
16586,15242269028599094906284984771/2482376260500000000000000000000000,true
16589,122746698208717985290931/12411881302500000000000000000,true
16592,32553545539/12411881302500000,true
16595,33023128271702592336486640813/2482376260500000000000000000000000,true
16598,30727719173843656600327/3447744806250000000000000000,true
16601,138345545287/62059406512500000,true
16604,76720307860858961235714124241/4964752521000000000000000000000000,true
16607,114620681836669023679231/13790979225000000000000000000,true
16610,170290638809/41372937675000000,true
16613,6210717199108786248051477673/1241188130250000000000000000000000,true
16616,724414886985090392044447/124118813025000000000000000000,true
16619,1230459413287/248237626050000000,true
16622,9323468885016476006176646977/1241188130250000000000000000000000,true
16625,680583777406287312339973/41372937675000000000000000000,true
16628,1014833638171/496475252100000000,true
16631,131653644079191416853603245461/4964752521000000000000000000000000,true
16634,1065202866012520876503631/124118813025000000000000000000,true
16637,1463638996891/496475252100000000,true
16640,9984213367150639718350845757/2482376260500000000000000000000000,true
16643,489250128196761274224109/62059406512500000000000000000,true
16646,995429184853/248237626050000000,true
16649,68471727398031933905990826587/4964752521000000000000000000000000,true
16652,16009054600928563502213/1551485162812500000000000000,true
16655,579922613353/165491750700000000,true
16658,165528854413411399289804569/20686468837500000000000000000000,true
16661,1572490521626771729968217/124118813025000000000000000000,true
16664,732194367313/248237626050000000,true
16667,24743407309756003844020407437/4964752521000000000000000000000000,true
16670,27122177157071768086697/4596993075000000000000000000,true
16673,172566741559/99295050420000000,true
16676,41618549919737302948578077947/1241188130250000000000000000000000,true
16679,189805269633253551376139/13790979225000000000000000000,true
16682,15042515843/9193986150000000,true
16685,27010367800310174284711758353/1241188130250000000000000000000000,true
16688,797005287660263266781183/62059406512500000000000000000,true
16691,126094775509/16549175070000000,true
16694,5302814047931380653154225109/992950504200000000000000000000000,true
16697,372218896965993223127461/62059406512500000000000000000,true
16700,51775871789/20686468837500000,true
16703,15022301022039162054763111273/1654917507000000000000000000000000,true
16706,2420761370128229322637693/124118813025000000000000000000,true
16709,10856443193/6129324100000000,true
16712,141887117433396411793990201727/4964752521000000000000000000000000,true
16715,1036097690062856907436123/124118813025000000000000000000,true
16718,101207565497/33098350140000000,true
16721,1022611997041150954423167329/248237626050000000000000000000000,true
16724,161314218858983443416863/31029703256250000000000000000,true
16727,234793023961/99295050420000000,true
16730,73513384734975713155297861481/4964752521000000000000000000000000,true
16733,602827898023955323924057/41372937675000000000000000000,true
16736,1278063158977/496475252100000000,true
16739,246070238561663424392773287/30646620500000000000000000000000,true
16742,19703393417587095231121/2298496537500000000000000000,true
16745,2488547141051/496475252100000000,true
16748,10201965585135899507511325859/2482376260500000000000000000000000,true
16751,203289687753432128407807/41372937675000000000000000000,true
16754,548081556911/248237626050000000,true
16757,30863524948756270942131371021/1654917507000000000000000000000000,true
16760,719124376159045190062357/62059406512500000000000000000,true
16763,5132952211/2758195845000000,true
16766,19063649742096555194295077747/310297032562500000000000000000000,true
16769,1400502686855538765592229/124118813025000000000000000000,true
16772,617057278997/165491750700000000,true
16775,57194469260743840399711623367/4964752521000000000000000000000000,true
16778,882516449304496930310239/124118813025000000000000000000,true
16781,42599105183/15514851628125000,true
16784,21246955732972792927263775357/2482376260500000000000000000000000,true
16787,51912701281387859745241/4137293767500000000000000000,true
16790,567279378649/248237626050000000,true
16793,21677435608699963478808483887/1654917507000000000000000000000000,true
16796,1388711778602805767500667/124118813025000000000000000000,true
16799,219219731027/82745875350000000,true
16802,1633341241387844342509025933/413729376750000000000000000000000,true
16805,1088369152802445833902157/124118813025000000000000000000,true
16808,310840666141/99295050420000000,true
16811,1045038866886879387658653041/82745875350000000000000000000000,true
16814,1274708937887501614451119/124118813025000000000000000000,true
16817,493472650361/248237626050000000,true
16820,760887951776098932157024819/137909792250000000000000000000000,true
16823,498150221675719498163903/62059406512500000000000000000,true
16826,996832292/215484050390625,true
16829,9838732949260494294011213839/1654917507000000000000000000000000,true
16832,874720555496131072939109/124118813025000000000000000000,true
16835,109882858211/62059406512500000,true
16838,17218128252932497180486037221/1241188130250000000000000000000000,true
16841,63794293104952632136849/7757425814062500000000000000,true
16844,177996311341/62059406512500000,true
16847,55229218377170390298513780793/4964752521000000000000000000000000,true
16850,69122359650513569446811/10343234418750000000000000000,true
16853,96829443479/19859010084000000,true
16856,42705635321835587924034313837/4964752521000000000000000000000000,true
16859,716944320279228378715697/124118813025000000000000000000,true
16862,1221763074049/248237626050000000,true
16865,6189062601859696304323227893/496475252100000000000000000000000,true
16868,187024463032690159100047/15514851628125000000000000000,true
16871,1020778178171/496475252100000000,true
16874,1950226736938592045498740423/99295050420000000000000000000000,true
16877,96499389534345925269077/15514851628125000000000000000,true
16880,1127649411811/248237626050000000,true
16883,10166617646669678613173250209/2482376260500000000000000000000000,true
16886,642296796528115633257749/124118813025000000000000000000,true
16889,254063830487/62059406512500000,true
16892,45343359621045072610447326197/4964752521000000000000000000000000,true
16895,55901177247925046015237/7757425814062500000000000000,true
16898,980374473361/248237626050000000,true
16901,47795291011019522274604143101/4964752521000000000000000000000000,true
16904,1884727618666065877999/91939861500000000000000000,true
16907,381614778253/124118813025000000,true
16910,34095949998469089751945524703/4964752521000000000000000000000000,true
16913,675406686290765988370409/124118813025000000000000000000,true
16916,313975038223/165491750700000000,true
16919,32017534099546774412253678457/1654917507000000000000000000000000,true
16922,849739154299092806981287/62059406512500000000000000000,true
16925,65428719803/41372937675000000,true
16928,39909122764726194640150655627/1241188130250000000000000000000000,true
16931,267504330353281947400753/31029703256250000000000000000,true
16934,3307899017227/496475252100000000,true
16937,7175864234734260773542860773/1241188130250000000000000000000000,true
16940,142301931773410690603961/24823762605000000000000000000,true
16943,542349974639/124118813025000000,true
16946,19394951851989162727143118883/1654917507000000000000000000000000,true
16949,317707453425190501941829/10343234418750000000000000000,true
16952,1029689133721/496475252100000000,true
16955,99241298296750021198661662073/4964752521000000000000000000000000,true
16958,34723877854430232975599/6895489612500000000000000000,true
16961,1613155264057/496475252100000000,true
16964,1274627519381762982726895631/248237626050000000000000000000000,true
16967,95932966849511053664159/15514851628125000000000000000,true
16970,1088979011483/496475252100000000,true
16973,93878723326349613961802641337/4964752521000000000000000000000000,true
16976,36446609110928076056087/4137293767500000000000000000,true
16979,453507633809/248237626050000000,true
16982,17043500439195415213187927029/1654917507000000000000000000000000,true
16985,140235157711174416652967/13790979225000000000000000000,true
16988,32451047517/6129324100000000,true
16991,29685391964924459786022474683/4964752521000000000000000000000000,true
16994,43717151336345377696529/7757425814062500000000000000,true
16997,1168444763453/496475252100000000,true
17000,71967303923137350854745169423/4964752521000000000000000000000000,true
17003,654743169485405297663651/41372937675000000000000000000,true
17006,275955104579/99295050420000000,true
17009,23330802158934902769466156457/992950504200000000000000000000000,true
17012,1134250300735177299667883/124118813025000000000000000000,true
17015,448638341287/62059406512500000,true
17018,5061517361656586313301721057/330983501400000000000000000000000,true
17021,715286982662508829646161/124118813025000000000000000000,true
17024,1736711459323/496475252100000000,true
17027,5830017379440287234686991303/413729376750000000000000000000000,true
17030,551947021113387794501057/31029703256250000000000000000,true
17033,961360428803/496475252100000000,true
17036,15005254535694220311203988121/827458753500000000000000000000000,true
17039,23405229898189742646677/4137293767500000000000000000,true
17042,10505246833/3447744806250000,true
17045,3150714080041177507144500937/827458753500000000000000000000000,true
17048,17196555854014027929437/1551485162812500000000000000,true
17051,818617820693/248237626050000000,true
17054,4835006445682564968810090329/551639169000000000000000000000000,true
17057,421517812976560864222423/41372937675000000000000000000,true
17060,465493726379/248237626050000000,true
17063,4675425642826713439450319831/551639169000000000000000000000000,true
17066,1724876242021214992022269/124118813025000000000000000000,true
17069,5920044488179/496475252100000000,true
17072,10670156806606530898662786197/2482376260500000000000000000000000,true
17075,97893320536932430395073/13790979225000000000000000000,true
17078,23546522159/13790979225000000,true
17081,7216486645900240491797709437/551639169000000000000000000000000,true
17084,1113733798723329235310621/124118813025000000000000000000,true
17087,460404815401/248237626050000000,true
17090,2933086506517814962995928531/275819584500000000000000000000000,true
17093,140070510256856425355147/24823762605000000000000000000,true
17096,150904209407/41372937675000000,true
17099,23606148264913053923209050947/4964752521000000000000000000000000,true
17102,96805664663092011450259/13790979225000000000000000000,true
17105,338973932597/99295050420000000,true
17108,4815299685655104414158661587/413729376750000000000000000000000,true
17111,389161435201488264368873/31029703256250000000000000000,true
17114,372987980389/165491750700000000,true
17117,20996767292260403111970021797/1241188130250000000000000000000000,true
17120,150511211972264622919249/20686468837500000000000000000,true
17123,103614071629/27581958450000000,true
17126,19229559140235971311783464229/4964752521000000000000000000000000,true
17129,206712816755971019560057/20686468837500000000000000000,true
17132,129674360879/41372937675000000,true
17135,14577499595770027018144907821/992950504200000000000000000000000,true
17138,23255037303470785154173/2068646883750000000000000000,true
17141,861428656063/248237626050000000,true
17144,46549347898472443301436748253/4964752521000000000000000000000000,true
17147,772387601064375191135401/31029703256250000000000000000,true
17150,34123771813/12411881302500000,true
17153,43447084943656679564019507781/4964752521000000000000000000000000,true
17156,39615403700819658679/5985668066406250000000000,true
17159,117556868153/62059406512500000,true
17162,64592102217100576022134188439/2482376260500000000000000000000000,true
17165,122895835752947660848913/13790979225000000000000000000,true
17168,372232742833/248237626050000000,true
17171,82863918282264099863508761873/4964752521000000000000000000000000,true
17174,1432943936958039360030049/124118813025000000000000000000,true
17177,687962957917/99295050420000000,true
17180,396902925935482789276335581/68954896125000000000000000000000,true
17183,911175162626114713430627/124118813025000000000000000000,true
17186,12008650323/3064662050000000,true
17189,36431032492320877763920797587/2482376260500000000000000000000000,true
17192,1240956212772566109266641/62059406512500000000000000000,true
17195,1039072182029/496475252100000000,true
17198,62462639731161526897334128939/4964752521000000000000000000000000,true
17201,129657239452015634191349/20686468837500000000000000000,true
17204,1345454244467/496475252100000000,true
17207,132182084607559961037875071/31029703256250000000000000000000,true
17210,1124910749989347898846603/124118813025000000000000000000,true
17213,1113091444691/496475252100000000,true
17216,12835543910837973295428038659/620594065125000000000000000000000,true
17219,1699797210109129459769189/124118813025000000000000000000,true
17222,713561076467/248237626050000000,true
17225,925890398604132138468333221/124118813025000000000000000000000,true
17228,2759454272587167676759/323226075585937500000000000,true
17231,18849009053/5171617209375000,true
17234,31602776016726354922358455927/4964752521000000000000000000000000,true
17237,178147278836350303128731/31029703256250000000000000000,true
17240,321399800477/165491750700000000,true
17243,7326809440068489664399250807/620594065125000000000000000000000,true
17246,104486803982237460890869/6205940651250000000000000000,true
17249,882284278339/496475252100000000,true
17252,2017906730795114966480434723/99295050420000000000000000000000,true
17255,1051754549710975149235039/124118813025000000000000000000,true
17258,730177725847/124118813025000000,true
17261,5649591326891506570074897953/827458753500000000000000000000000,true
17264,215639687832910760158807/41372937675000000000000000000,true
17267,368819256887/99295050420000000,true
17270,2799913855623873740774695037/310297032562500000000000000000000,true
17273,27933651483665849393621/1723872403125000000000000000,true
17276,327374760641/165491750700000000,true
17279,25775553813275621611378477073/2482376260500000000000000000000000,true
17282,20815710698465373456437/3447744806250000000000000000,true
17285,1479290897659/496475252100000000,true
17288,2941998115916366340367744013/827458753500000000000000000000000,true
17291,42076476365849469589601/2482376260500000000000000000,true
17294,226370857909/49647525210000000,true
17297,50655963333627444001575497209/4964752521000000000000000000000000,true
17300,2260969325878180941374809/124118813025000000000000000000,true
17303,13634258441/8274587535000000,true
17306,2678522815509741681560827751/496475252100000000000000000000000,true
17309,1623426687681576841190251/124118813025000000000000000000,true
17312,12170889371/2758195845000000,true
17315,10898138395855764413283117151/2482376260500000000000000000000000,true
17318,908362579197747758084609/124118813025000000000000000000,true
17321,484765721687/165491750700000000,true
17324,32006277792566665568564462981/2482376260500000000000000000000000,true
17327,1119284932811353597758011/124118813025000000000000000000,true
17330,361046514121/165491750700000000,true
17333,49554459020809578518998081097/4964752521000000000000000000000000,true
17336,960965762830446429626117/124118813025000000000000000000,true
17339,935312269619/248237626050000000,true
17342,3399253437482497453231178059/551639169000000000000000000000000,true
17345,128240862129734840246341/20686468837500000000000000000,true
17348,18342057659/2298496537500000,true
17351,10625901667419769581814963709/1241188130250000000000000000000000,true
17354,409826027731033268578543/24823762605000000000000000000,true
17357,365324488021/165491750700000000,true
17360,11420904051122284818955071253/330983501400000000000000000000000,true
17363,13234287060860690249477/1654917507000000000000000000,true
17366,151663179803/55163916900000000,true
17369,19824087941374665477744979213/4964752521000000000000000000000000,true
17372,32008149201650879998477/5171617209375000000000000000,true
17375,488617503343/165491750700000000,true
17378,59542204125714606870868312987/2482376260500000000000000000000000,true
17381,946625072591666025593/107742025195312500000000000,true
17384,45374671423/12411881302500000,true
17387,7273893724433265515565405697/992950504200000000000000000000000,true
17390,445342791173649709444169/31029703256250000000000000000,true
17393,44254776817/12411881302500000,true
17396,2209243943322036072557903951/413729376750000000000000000000000,true
17399,685404378806872803142877/124118813025000000000000000000,true
17402,574034986657/248237626050000000,true
17405,1294371243545780002252589981/38787129070312500000000000000000,true
17408,1778366381541204358798499/124118813025000000000000000000,true
17411,180458766559/99295050420000000,true
17414,20782966495253114992773964883/827458753500000000000000000000000,true
17417,1374749886204182533988507/124118813025000000000000000000,true
17420,3671082029119/496475252100000000,true
17423,13268781418553389171543537009/2482376260500000000000000000000000,true
17426,176191473373134829114273/24823762605000000000000000000,true
17429,519734574527/165491750700000000,true
17432,42581621311255697318305596749/4964752521000000000000000000000000,true
17435,316125865860070171871519/13790979225000000000000000000,true
17438,90770083613/55163916900000000,true
17441,2002595880280630901852529719/110327833800000000000000000000000,true
17444,670896306462571715296283/124118813025000000000000000000,true
17447,1170241690933/248237626050000000,true
17450,23174617950617357304353038321/4964752521000000000000000000000000,true
17453,270119838433656040980917/41372937675000000000000000000,true
17456,386530706413/165491750700000000,true
17459,11814757297248408409506923/882622670400000000000000000000,true
17462,36776182714810202887523/2758195845000000000000000000,true
17465,255763309603/124118813025000000,true
17468,33968580248030621469387304691/4964752521000000000000000000000000,true
17471,1346324600988708170752801/124118813025000000000000000000,true
17474,664053623119/165491750700000000,true
17477,23822708826332466756241279429/4964752521000000000000000000000000,true
17480,818593445069017614864151/124118813025000000000000000000,true
17483,141371630923/82745875350000000,true
17486,117244135294528833156153580969/4964752521000000000000000000000000,true
17489,1050592518863318494544117/62059406512500000000000000000,true
17492,461696848841/248237626050000000,true
17495,58798042011194198462476159561/2482376260500000000000000000000000,true
17498,1323844365041526783166121/124118813025000000000000000000,true
17501,1915667620571/496475252100000000,true
17504,434940730653595447170896057/68954896125000000000000000000000,true
17507,744579250461858646409513/124118813025000000000000000000,true
17510,131130765371/49647525210000000,true
17513,8417389226446245363209521921/992950504200000000000000000000000,true
17516,1510614285048054505637219/124118813025000000000000000000,true
17519,178622537591/82745875350000000,true
17522,57211513879665427953871438087/4964752521000000000000000000000000,true
17525,155982515486385477489463/20686468837500000000000000000,true
17528,170891278571/55163916900000000,true
17531,18076146507970436433913411571/4964752521000000000000000000000000,true
17534,932877810846299835206771/124118813025000000000000000000,true
17537,9055575773/3064662050000000,true
17540,4466485217541086415775949593/413729376750000000000000000000000,true
17543,1967231026826434681849/198590100840000000000000000,true
17546,496987905661/248237626050000000,true
17549,25997683430020973139857509927/4964752521000000000000000000000000,true
17552,202117738523959075505999/24823762605000000000000000000,true
17555,2130155020813/496475252100000000,true
17558,2762924955452315074702814953/413729376750000000000000000000000,true
17561,190016746652860040072987/31029703256250000000000000000,true
17564,1598189880409/496475252100000000,true
17567,7825759919178990065091109733/551639169000000000000000000000000,true
17570,190500931970431057098151/15514851628125000000000000000,true
17573,157085238949/55163916900000000,true
17576,7763745903895303806503708549/827458753500000000000000000000000,true
17579,790671084818654661878401/124118813025000000000000000000,true
17582,352030137797/82745875350000000,true
17585,10330682212035694498265445043/1654917507000000000000000000000000,true
17588,226784935500121482407831/31029703256250000000000000000,true
17591,662868513581/165491750700000000,true
17594,17302479611446513400694024263/1654917507000000000000000000000000,true
17597,1662215649975164551218521/124118813025000000000000000000,true
17600,5262673739/1379097922500000,true
17603,102736743540570371547676056383/4964752521000000000000000000000000,true
17606,189163241538209758811837/31029703256250000000000000000,true
17609,686006866127/248237626050000000,true
17612,4169173813059206317173716611/992950504200000000000000000000000,true
17615,160864646545927296903223/31029703256250000000000000000,true
17618,778984758313/248237626050000000,true
17621,27305639169795712554360924731/2482376260500000000000000000000000,true
17624,219798639915705524039923/24823762605000000000000000000,true
17627,1949190545851/496475252100000000,true
17630,13084591834129894209907353137/1241188130250000000000000000000000,true
17633,1618334842523087999025527/62059406512500000000000000000,true
17636,268513197703/99295050420000000,true
17639,405810522116095301083471379/61293241000000000000000000000000,true
17642,191790761565812040224551/41372937675000000000000000000,true
17645,41443442671/18387972300000000,true
17648,53838656039901416845206179813/2482376260500000000000000000000000,true
17651,2125493519989383774504797/124118813025000000000000000000,true
17654,980399654969/496475252100000000,true
17657,18640517465559197543527521949/827458753500000000000000000000000,true
17660,398277979777085856724507/41372937675000000000000000000,true
17663,686850813617/82745875350000000,true
17666,1604498018135681474003408923/275819584500000000000000000000000,true
17669,47682659288330825854267/8274587535000000000000000000,true
17672,1294878810311/496475252100000000,true
17675,310122996951312652088331527/38787129070312500000000000000000,true
17678,1467916871952507380441981/62059406512500000000000000000,true
17681,157356983779/82745875350000000,true
17684,25265597314555518733298940797/1654917507000000000000000000000000,true
17687,169116357917314886100067/31029703256250000000000000000,true
17690,102177997109/33098350140000000,true
17693,1505428950737357057534476997/275819584500000000000000000000000,true
17696,75894937610986822035487/12411881302500000000000000000,true
17699,365398578769/165491750700000000,true
17702,99735359397431272753212708449/4964752521000000000000000000000000,true
17705,119218561796703701163061/15514851628125000000000000000,true
17708,302479220743/165491750700000000,true
17711,960789887906897618811217063/77574258140625000000000000000000,true
17714,440112798676315029719873/41372937675000000000000000000,true
17717,18855595661/3677594460000000,true
17720,570603919132542824825400647/110327833800000000000000000000000,true
17723,213360516879994826897909/20686468837500000000000000000,true
17726,1868670641/1103278338000000,true
17729,729744487638199110299585971/38787129070312500000000000000000,true
17732,1596593873254673451303749/124118813025000000000000000000,true
17735,79286611313/33098350140000000,true
17738,2008929775103322306729284867/45969930750000000000000000000000,true
17741,59990970482100950702191/8274587535000000000000000000,true
17744,799534168231/99295050420000000,true
17747,8564635317985781769869774171/992950504200000000000000000000000,true
17750,356744459633545019758363/62059406512500000000000000000,true
17753,69106809767/19859010084000000,true
17756,46624076483803303312862783617/4964752521000000000000000000000000,true
17759,2035436667532006389552473/124118813025000000000000000000,true
17762,273204109397/124118813025000000,true
17765,18875401992366677422253552311/1241188130250000000000000000000000,true
17768,358382469191189558500561/41372937675000000000000000000,true
17771,1654925734901/496475252100000000,true
17774,17434220043850378854044540401/4964752521000000000000000000000000,true
17777,973695265058554292796941/124118813025000000000000000000,true
17780,1305080432551/496475252100000000,true
17783,40788463554900012757149194033/4964752521000000000000000000000000,true
17786,1297563347517766140920063/124118813025000000000000000000,true
17789,1101303391129/496475252100000000,true
17792,41001756247882137798275195569/4964752521000000000000000000000000,true
17795,136657856107113385430251/15514851628125000000000000000,true
17798,323600851607/62059406512500000,true
17801,13199826811032303485358786193/2482376260500000000000000000000000,true
17804,212353528404110837765099/24823762605000000000000000000,true
17807,904026115681/496475252100000000,true
17810,9866067829140965292355225517/620594065125000000000000000000000,true
17813,1659156780705624917234611/124118813025000000000000000000,true
17816,21449621087/9193986150000000,true
17819,20820866516238107689655511751/1654917507000000000000000000000000,true
17822,80459926461467224116703/12411881302500000000000000000,true
17825,3248196795529/496475252100000000,true
17828,17242732639829728991835691123/2482376260500000000000000000000000,true
17831,385798196858777396611469/62059406512500000000000000000,true
17834,2019992346109/496475252100000000,true
17837,10887555565481917841927603027/992950504200000000000000000000000,true
17840,13827453514546278292277/1034323441875000000000000000,true
17843,176531658571/99295050420000000,true
17846,118977174770112993572373072511/4964752521000000000000000000000000,true
17849,368328095812697616785261/62059406512500000000000000000,true
17852,601048043153/165491750700000000,true
17855,3781706815250044528547269763/992950504200000000000000000000000,true
17858,981154533156567860962933/124118813025000000000000000000,true
17861,343448629823/99295050420000000,true
17864,37046574479890629607056264143/2482376260500000000000000000000000,true
17867,161701065812125839335951/15514851628125000000000000000,true
17870,1243084275961/496475252100000000,true
17873,1379332058311875838100121169/110327833800000000000000000000000,true
17876,48772670771925672460177/3447744806250000000000000000,true
17879,1359381547429/496475252100000000,true
17882,9134225228728094845543843903/1241188130250000000000000000000000,true
17885,812610894007297966350973/124118813025000000000000000000,true
17888,977323795651/496475252100000000,true
17891,42345748222146255212979664307/1241188130250000000000000000000000,true
17894,26211465529909644986341/2585808604687500000000000000,true
17897,787845615467/496475252100000000,true
17900,14549144977962259241786446283/827458753500000000000000000000000,true
17903,1580897049374552032507451/124118813025000000000000000000,true
17906,2388679553411/165491750700000000,true
17909,29553361151912162252310979921/4964752521000000000000000000000000,true
17912,1193331995830154955476867/124118813025000000000000000000,true
17915,1524411242471/496475252100000000,true
17918,54714313833899817780519713/3971802016800000000000000000000,true
17921,1988091197331437524289731/124118813025000000000000000000,true
17924,524435272433/248237626050000000,true
17927,480245913573423445158568871/33098350140000000000000000000000,true
17930,757404270002023253201933/124118813025000000000000000000,true
17933,726449435327/248237626050000000,true
17936,8822287610270710501530654701/1654917507000000000000000000000000,true
17939,488123534424834128872457/62059406512500000000000000000,true
17942,155388062197/82745875350000000,true
17945,80320776957296236436679578293/4964752521000000000000000000000000,true
17948,1077602220934014626074877/124118813025000000000000000000,true
17951,1557741145729/496475252100000000,true
17954,1981458878788250226136661713/275819584500000000000000000000000,true
17957,572274886994296236532073/62059406512500000000000000000,true
17960,1473334812977/496475252100000000,true
17963,2733397439252634817279111249/551639169000000000000000000000000,true
17966,39532959477460668463007/4964752521000000000000000000,true
17969,454713654439/248237626050000000,true
17972,3941583400559693960871115909/310297032562500000000000000000000,true
17975,723998339626203009166061/24823762605000000000000000000,true
17978,299432196229/165491750700000000,true
17981,76566671748030098004225704309/4964752521000000000000000000000000,true
17984,2025984330834707574079/193935645351562500000000000,true
17987,374812730911/82745875350000000,true
17990,120346823831469609366918909/15323310250000000000000000000000,true
17993,31624626604374456512669/6205940651250000000000000000,true
17996,2391483567343/496475252100000000,true
17999,4288798460594958651134212741/413729376750000000000000000000000,true
18002,746281650264720293749159/41372937675000000000000000000,true
18005,232780090847/124118813025000000,true
18008,5666929355658703987794646169/496475252100000000000000000000000,true
18011,17150362666165415252051/3102970325625000000000000000,true
18014,337702130251/99295050420000000,true
18017,77954829243533976483583903/19393564535156250000000000000000,true
18020,624391963587429444940589/62059406512500000000000000000,true
18023,129755364347/33098350140000000,true
18026,2614724829254763768005318687/275819584500000000000000000000000,true
18029,205789096773923971336661/20686468837500000000000000000,true
18032,1763543071/1034323441875000,true
18035,27863809598489579674295252423/4964752521000000000000000000000000,true
18038,1742755326652020742121899/124118813025000000000000000000,true
18041,2764752200863/496475252100000000,true
18044,3962785965288377565476710087/827458753500000000000000000000000,true
18047,761146621326705051175837/124118813025000000000000000000,true
18050,1200597823787/496475252100000000,true
18053,24077879786184824564324349107/1654917507000000000000000000000000,true
18056,20823523328887049311649/2585808604687500000000000000,true
18059,987013669843/496475252100000000,true
18062,9041957947454118806952008677/496475252100000000000000000000000,true
18065,1008766900462764983971933/124118813025000000000000000000,true
18068,204141941549/41372937675000000,true
18071,961886988742591065670210483/198590100840000000000000000000000,true
18074,245094820707967598299547/41372937675000000000000000000,true
18077,544690437199/82745875350000000,true
18080,7625893205444748190367282431/992950504200000000000000000000000,true
18083,1554581670442775765551333/124118813025000000000000000000,true
18086,160555444039/82745875350000000,true
18089,30964599061848866112244543367/1241188130250000000000000000000000,true
18092,36596010574650530333383/5171617209375000000000000000,true
18095,1581435942889/496475252100000000,true
18098,17150085313968716966822985823/4964752521000000000000000000000000,true
18101,1111114228856464949998817/124118813025000000000000000000,true
18104,555990275453/248237626050000000,true
18107,31136099345244111758237186609/2482376260500000000000000000000000,true
18110,131272272368395070160619/15514851628125000000000000000,true
18113,226342084007/82745875350000000,true
18116,1008090313982205347718653857/155148516281250000000000000000000,true
18119,434535420171778593387499/41372937675000000000000000000,true
18122,1886989182727/496475252100000000,true
18125,195207685965157058709245069/33098350140000000000000000000000,true
18128,117966051085760539680323/20686468837500000000000000000,true
18131,596896940947/248237626050000000,true
18134,1538991155579682417115940621/61293241000000000000000000000000,true
18137,407350367121204118304449/31029703256250000000000000000,true
18140,993105644633/496475252100000000,true
18143,89000189888437245331537172179/4964752521000000000000000000000000,true
18146,76518404664462566154227/3447744806250000000000000000,true
18149,1507210240597/248237626050000000,true
18152,1353736646422121672953401407/275819584500000000000000000000000,true
18155,837428121850659527979301/124118813025000000000000000000,true
18158,355413507559/124118813025000000,true
18161,45965690368877109272639097301/4964752521000000000000000000000000,true
18164,1443702933755617097761697/62059406512500000000000000000,true
18167,1002998125513/496475252100000000,true
18170,88549630510893090936686522693/4964752521000000000000000000000000,true
18173,41417174302355028605813/7757425814062500000000000000,true
18176,29032501001/9193986150000000,true
18179,50093299637937977518109441/8274587535000000000000000000000,true
18182,29317922844644201427449/4964752521000000000000000000,true
18185,319977492983/124118813025000000,true
18188,6938396861734385378558820191/551639169000000000000000000000000,true
18191,235605411647039604560137/15514851628125000000000000000,true
18194,1225339118963/496475252100000000,true
18197,4196195054639764330755573601/496475252100000000000000000000000,true
18200,67434982146799268161973/8274587535000000000000000000,true
18203,402954552971/82745875350000000,true
18206,10828799432299344374260079933/2482376260500000000000000000000000,true
18209,62056493571727110772039/10343234418750000000000000000,true
18212,332477052733/165491750700000000,true
18215,22562793381099908035490253539/992950504200000000000000000000000,true
18218,509234891774015174568157/31029703256250000000000000000,true
18221,7045774067/3064662050000000,true
18224,5265523317432982893661872743/275819584500000000000000000000000,true
18227,336455945576811668053897/41372937675000000000000000000,true
18230,131304283811/33098350140000000,true
18233,25682214638630657522290403543/2482376260500000000000000000000000,true
18236,27161118434428491952049/4964752521000000000000000000,true
18239,38619749051/13790979225000000,true
18242,2635887322738398971145980203/330983501400000000000000000000000,true
18245,815314529573514199774663/62059406512500000000000000000,true
18248,1058947285997/496475252100000000,true
18251,67787313071895873954648667649/4964752521000000000000000000000000,true
18254,898004400252793663298819/124118813025000000000000000000,true
18257,384111792421/165491750700000000,true
18260,3414346772873115484791821699/992950504200000000000000000000000,true
18263,292960452757409821476541/41372937675000000000000000000,true
18266,101905216859/41372937675000000,true
18269,14172405374614063637199676787/1654917507000000000000000000000000,true
18272,634675502976932459916023/62059406512500000000000000000,true
18275,472337874173/248237626050000000,true
18278,31008731526737419593368293801/4964752521000000000000000000000000,true
18281,676548147845464254947669/62059406512500000000000000000,true
18284,635546435041/165491750700000000,true
18287,1954500258312407901100050289/248237626050000000000000000000000,true
18290,37838365957889264823629/4596993075000000000000000000,true
