hook,source,passed,detail
H1_retarded_window_identity,d5:r217:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r217:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r217:peven:b1,yes,y=10
H1_retarded_target,d5:r217:peven:b2,yes,target=d5:r139:peven:b2 expected=d5:r139:peven:b2
H1_retarded_window_identity,d5:r217:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r217:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r217:peven:b2,yes,y=10
H1_retarded_target,d5:r218:podd:b0,yes,target=d5:r143:peven:b2 expected=d5:r143:peven:b2
H1_retarded_window_identity,d5:r218:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r218:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r218:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r218:podd:b0,yes,3c+1=1894 2a=1894
H3_lift_child_mod3,d5:r218:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r218:podd:b0,yes,T(2c)=631 c=631
H3_lift_target,d5:r218:podd:b0,yes,target=d5:r47:peven:b1 expected=d5:r47:peven:b1
H3_lift_parity_window_exact,d5:r218:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r218:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r218:podd:b0,yes,y=10
H1_retarded_target,d5:r218:peven:b1,yes,target=d5:r143:peven:b2 expected=d5:r143:peven:b2
H1_retarded_window_identity,d5:r218:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r218:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r218:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r218:peven:b1,yes,3c+1=436 2a=436
H3_lift_child_mod3,d5:r218:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r218:peven:b1,yes,T(2c)=145 c=145
H3_lift_target,d5:r218:peven:b1,yes,target=d5:r47:peven:b1 expected=d5:r47:peven:b1
H3_lift_parity_window_exact,d5:r218:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r218:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r218:peven:b1,yes,y=10
H1_retarded_target,d5:r218:peven:b2,yes,target=d5:r143:peven:b2 expected=d5:r143:peven:b2
H1_retarded_window_identity,d5:r218:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r218:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r218:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r218:peven:b2,yes,3c+1=3352 2a=3352
H3_lift_child_mod3,d5:r218:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r218:peven:b2,yes,T(2c)=1117 c=1117
H3_lift_target,d5:r218:peven:b2,yes,target=d5:r47:peven:b1 expected=d5:r47:peven:b1
H3_lift_parity_window_exact,d5:r218:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r218:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r218:peven:b2,yes,y=10
H1_retarded_target,d5:r219:podd:b0,yes,target=d5:r147:peven:b2 expected=d5:r147:peven:b2
H1_retarded_window_identity,d5:r219:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r219:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r219:podd:b0,yes,y=10
H1_retarded_target,d5:r219:peven:b1,yes,target=d5:r147:peven:b2 expected=d5:r147:peven:b2
H1_retarded_window_identity,d5:r219:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r219:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r219:peven:b1,yes,y=10
H1_retarded_target,d5:r219:peven:b2,yes,target=d5:r147:peven:b2 expected=d5:r147:peven:b2
H1_retarded_window_identity,d5:r219:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r219:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r219:peven:b2,yes,y=10
H1_retarded_target,d5:r220:podd:b0,yes,target=d5:r151:peven:b2 expected=d5:r151:peven:b2
H1_retarded_window_identity,d5:r220:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r220:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r220:podd:b0,yes,y=10
H1_retarded_target,d5:r220:peven:b1,yes,target=d5:r151:peven:b2 expected=d5:r151:peven:b2
H1_retarded_window_identity,d5:r220:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r220:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r220:peven:b1,yes,y=10
H1_retarded_target,d5:r220:peven:b2,yes,target=d5:r151:peven:b2 expected=d5:r151:peven:b2
H1_retarded_window_identity,d5:r220:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r220:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r220:peven:b2,yes,y=10
H1_retarded_target,d5:r221:podd:b0,yes,target=d5:r155:peven:b2 expected=d5:r155:peven:b2
H1_retarded_window_identity,d5:r221:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r221:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r221:podd:b0,yes,y=10
H1_retarded_target,d5:r221:peven:b1,yes,target=d5:r155:peven:b2 expected=d5:r155:peven:b2
H1_retarded_window_identity,d5:r221:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r221:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r221:peven:b1,yes,y=10
H1_retarded_target,d5:r221:peven:b2,yes,target=d5:r155:peven:b2 expected=d5:r155:peven:b2
H1_retarded_window_identity,d5:r221:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r221:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r221:peven:b2,yes,y=10
H1_retarded_target,d5:r222:podd:b0,yes,target=d5:r159:peven:b2 expected=d5:r159:peven:b2
H1_retarded_window_identity,d5:r222:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r222:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r222:podd:b0,yes,y=10
H1_retarded_target,d5:r222:peven:b1,yes,target=d5:r159:peven:b2 expected=d5:r159:peven:b2
H1_retarded_window_identity,d5:r222:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r222:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r222:peven:b1,yes,y=10
H1_retarded_target,d5:r222:peven:b2,yes,target=d5:r159:peven:b2 expected=d5:r159:peven:b2
H1_retarded_window_identity,d5:r222:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r222:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r222:peven:b2,yes,y=10
H1_retarded_target,d5:r223:podd:b0,yes,target=d5:r163:peven:b2 expected=d5:r163:peven:b2
H1_retarded_window_identity,d5:r223:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r223:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r223:podd:b0,yes,y=10
H1_retarded_target,d5:r223:peven:b1,yes,target=d5:r163:peven:b2 expected=d5:r163:peven:b2
H1_retarded_window_identity,d5:r223:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r223:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r223:peven:b1,yes,y=10
H1_retarded_target,d5:r223:peven:b2,yes,target=d5:r163:peven:b2 expected=d5:r163:peven:b2
H1_retarded_window_identity,d5:r223:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r223:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r223:peven:b2,yes,y=10
H1_retarded_target,d5:r224:podd:b0,yes,target=d5:r167:peven:b2 expected=d5:r167:peven:b2
H1_retarded_window_identity,d5:r224:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r224:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r224:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r224:podd:b0,yes,3c+1=1906 2a=1906
H2_direct_child_mod3,d5:r224:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r224:podd:b0,yes,target=d5:r149:podd:b0 expected=d5:r149:podd:b0
H2_direct_window_le_target,d5:r224:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r224:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r224:podd:b0,yes,y=10
H1_retarded_target,d5:r224:peven:b1,yes,target=d5:r167:peven:b2 expected=d5:r167:peven:b2
H1_retarded_window_identity,d5:r224:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r224:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r224:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r224:peven:b1,yes,3c+1=3364 2a=3364
H2_direct_child_mod3,d5:r224:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r224:peven:b1,yes,target=d5:r149:podd:b0 expected=d5:r149:podd:b0
H2_direct_window_le_target,d5:r224:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r224:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r224:peven:b1,yes,y=10
H1_retarded_target,d5:r224:peven:b2,yes,target=d5:r167:peven:b2 expected=d5:r167:peven:b2
H1_retarded_window_identity,d5:r224:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r224:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r224:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r224:peven:b2,yes,3c+1=448 2a=448
H2_direct_child_mod3,d5:r224:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r224:peven:b2,yes,target=d5:r149:podd:b0 expected=d5:r149:podd:b0
H2_direct_window_le_target,d5:r224:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r224:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r224:peven:b2,yes,y=10
H1_retarded_target,d5:r225:podd:b0,yes,target=d5:r171:peven:b2 expected=d5:r171:peven:b2
H1_retarded_window_identity,d5:r225:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r225:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r225:podd:b0,yes,y=10
H1_retarded_target,d5:r225:peven:b1,yes,target=d5:r171:peven:b2 expected=d5:r171:peven:b2
H1_retarded_window_identity,d5:r225:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r225:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r225:peven:b1,yes,y=10
H1_retarded_target,d5:r225:peven:b2,yes,target=d5:r171:peven:b2 expected=d5:r171:peven:b2
H1_retarded_window_identity,d5:r225:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r225:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r225:peven:b2,yes,y=10
H1_retarded_target,d5:r226:podd:b0,yes,target=d5:r175:peven:b2 expected=d5:r175:peven:b2
H1_retarded_window_identity,d5:r226:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r226:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r226:podd:b0,yes,y=10
H1_retarded_target,d5:r226:peven:b1,yes,target=d5:r175:peven:b2 expected=d5:r175:peven:b2
H1_retarded_window_identity,d5:r226:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r226:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r226:peven:b1,yes,y=10
H1_retarded_target,d5:r226:peven:b2,yes,target=d5:r175:peven:b2 expected=d5:r175:peven:b2
H1_retarded_window_identity,d5:r226:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r226:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r226:peven:b2,yes,y=10
H1_retarded_target,d5:r227:podd:b0,yes,target=d5:r179:peven:b2 expected=d5:r179:peven:b2
H1_retarded_window_identity,d5:r227:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r227:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r227:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r227:podd:b0,yes,3c+1=454 2a=454
H3_lift_child_mod3,d5:r227:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r227:podd:b0,yes,T(2c)=151 c=151
H3_lift_target,d5:r227:podd:b0,yes,target=d5:r59:peven:b1 expected=d5:r59:peven:b1
H3_lift_parity_window_exact,d5:r227:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r227:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r227:podd:b0,yes,y=10
H1_retarded_target,d5:r227:peven:b1,yes,target=d5:r179:peven:b2 expected=d5:r179:peven:b2
H1_retarded_window_identity,d5:r227:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r227:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r227:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r227:peven:b1,yes,3c+1=4828 2a=4828
H3_lift_child_mod3,d5:r227:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r227:peven:b1,yes,T(2c)=1609 c=1609
H3_lift_target,d5:r227:peven:b1,yes,target=d5:r59:peven:b1 expected=d5:r59:peven:b1
H3_lift_parity_window_exact,d5:r227:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r227:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r227:peven:b1,yes,y=10
H1_retarded_target,d5:r227:peven:b2,yes,target=d5:r179:peven:b2 expected=d5:r179:peven:b2
H1_retarded_window_identity,d5:r227:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r227:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r227:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r227:peven:b2,yes,3c+1=1912 2a=1912
H3_lift_child_mod3,d5:r227:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r227:peven:b2,yes,T(2c)=637 c=637
H3_lift_target,d5:r227:peven:b2,yes,target=d5:r59:peven:b1 expected=d5:r59:peven:b1
H3_lift_parity_window_exact,d5:r227:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r227:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r227:peven:b2,yes,y=10
H1_retarded_target,d5:r228:podd:b0,yes,target=d5:r183:peven:b2 expected=d5:r183:peven:b2
H1_retarded_window_identity,d5:r228:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r228:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r228:podd:b0,yes,y=10
H1_retarded_target,d5:r228:peven:b1,yes,target=d5:r183:peven:b2 expected=d5:r183:peven:b2
H1_retarded_window_identity,d5:r228:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r228:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r228:peven:b1,yes,y=10
H1_retarded_target,d5:r228:peven:b2,yes,target=d5:r183:peven:b2 expected=d5:r183:peven:b2
H1_retarded_window_identity,d5:r228:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r228:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r228:peven:b2,yes,y=10
H1_retarded_target,d5:r229:podd:b0,yes,target=d5:r187:peven:b2 expected=d5:r187:peven:b2
H1_retarded_window_identity,d5:r229:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r229:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r229:podd:b0,yes,y=10
H1_retarded_target,d5:r229:peven:b1,yes,target=d5:r187:peven:b2 expected=d5:r187:peven:b2
H1_retarded_window_identity,d5:r229:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r229:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r229:peven:b1,yes,y=10
H1_retarded_target,d5:r229:peven:b2,yes,target=d5:r187:peven:b2 expected=d5:r187:peven:b2
H1_retarded_window_identity,d5:r229:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r229:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r229:peven:b2,yes,y=10
H1_retarded_target,d5:r230:podd:b0,yes,target=d5:r191:peven:b2 expected=d5:r191:peven:b2
H1_retarded_window_identity,d5:r230:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r230:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r230:podd:b0,yes,y=10
H1_retarded_target,d5:r230:peven:b1,yes,target=d5:r191:peven:b2 expected=d5:r191:peven:b2
H1_retarded_window_identity,d5:r230:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r230:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r230:peven:b1,yes,y=10
H1_retarded_target,d5:r230:peven:b2,yes,target=d5:r191:peven:b2 expected=d5:r191:peven:b2
H1_retarded_window_identity,d5:r230:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r230:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r230:peven:b2,yes,y=10
H1_retarded_target,d5:r231:podd:b0,yes,target=d5:r195:peven:b2 expected=d5:r195:peven:b2
H1_retarded_window_identity,d5:r231:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r231:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r231:podd:b0,yes,y=10
H1_retarded_target,d5:r231:peven:b1,yes,target=d5:r195:peven:b2 expected=d5:r195:peven:b2
H1_retarded_window_identity,d5:r231:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r231:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r231:peven:b1,yes,y=10
H1_retarded_target,d5:r231:peven:b2,yes,target=d5:r195:peven:b2 expected=d5:r195:peven:b2
H1_retarded_window_identity,d5:r231:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r231:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r231:peven:b2,yes,y=10
H1_retarded_target,d5:r232:podd:b0,yes,target=d5:r199:peven:b2 expected=d5:r199:peven:b2
H1_retarded_window_identity,d5:r232:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r232:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r232:podd:b0,yes,y=10
H1_retarded_target,d5:r232:peven:b1,yes,target=d5:r199:peven:b2 expected=d5:r199:peven:b2
H1_retarded_window_identity,d5:r232:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r232:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r232:peven:b1,yes,y=10
H1_retarded_target,d5:r232:peven:b2,yes,target=d5:r199:peven:b2 expected=d5:r199:peven:b2
H1_retarded_window_identity,d5:r232:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r232:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r232:peven:b2,yes,y=10
H1_retarded_target,d5:r233:podd:b0,yes,target=d5:r203:peven:b2 expected=d5:r203:peven:b2
H1_retarded_window_identity,d5:r233:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r233:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r233:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r233:podd:b0,yes,3c+1=466 2a=466
H2_direct_child_mod3,d5:r233:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r233:podd:b0,yes,target=d5:r155:podd:b0 expected=d5:r155:podd:b0
H2_direct_window_le_target,d5:r233:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r233:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r233:podd:b0,yes,y=10
H1_retarded_target,d5:r233:peven:b1,yes,target=d5:r203:peven:b2 expected=d5:r203:peven:b2
H1_retarded_window_identity,d5:r233:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r233:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r233:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r233:peven:b1,yes,3c+1=1924 2a=1924
H2_direct_child_mod3,d5:r233:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r233:peven:b1,yes,target=d5:r155:podd:b0 expected=d5:r155:podd:b0
H2_direct_window_le_target,d5:r233:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r233:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r233:peven:b1,yes,y=10
H1_retarded_target,d5:r233:peven:b2,yes,target=d5:r203:peven:b2 expected=d5:r203:peven:b2
H1_retarded_window_identity,d5:r233:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r233:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r233:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r233:peven:b2,yes,3c+1=4840 2a=4840
H2_direct_child_mod3,d5:r233:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r233:peven:b2,yes,target=d5:r155:podd:b0 expected=d5:r155:podd:b0
H2_direct_window_le_target,d5:r233:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r233:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r233:peven:b2,yes,y=10
H1_retarded_target,d5:r234:podd:b0,yes,target=d5:r207:peven:b2 expected=d5:r207:peven:b2
H1_retarded_window_identity,d5:r234:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r234:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r234:podd:b0,yes,y=10
H1_retarded_target,d5:r234:peven:b1,yes,target=d5:r207:peven:b2 expected=d5:r207:peven:b2
H1_retarded_window_identity,d5:r234:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r234:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r234:peven:b1,yes,y=10
H1_retarded_target,d5:r234:peven:b2,yes,target=d5:r207:peven:b2 expected=d5:r207:peven:b2
H1_retarded_window_identity,d5:r234:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r234:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r234:peven:b2,yes,y=10
H1_retarded_target,d5:r235:podd:b0,yes,target=d5:r211:peven:b2 expected=d5:r211:peven:b2
H1_retarded_window_identity,d5:r235:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r235:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r235:podd:b0,yes,y=10
H1_retarded_target,d5:r235:peven:b1,yes,target=d5:r211:peven:b2 expected=d5:r211:peven:b2
H1_retarded_window_identity,d5:r235:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r235:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r235:peven:b1,yes,y=10
H1_retarded_target,d5:r235:peven:b2,yes,target=d5:r211:peven:b2 expected=d5:r211:peven:b2
H1_retarded_window_identity,d5:r235:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r235:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r235:peven:b2,yes,y=10
H1_retarded_target,d5:r236:podd:b0,yes,target=d5:r215:peven:b2 expected=d5:r215:peven:b2
H1_retarded_window_identity,d5:r236:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r236:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r236:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r236:podd:b0,yes,3c+1=1930 2a=1930
H3_lift_child_mod3,d5:r236:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r236:podd:b0,yes,T(2c)=643 c=643
H3_lift_target,d5:r236:podd:b0,yes,target=d5:r71:peven:b1 expected=d5:r71:peven:b1
H3_lift_parity_window_exact,d5:r236:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r236:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r236:podd:b0,yes,y=10
H1_retarded_target,d5:r236:peven:b1,yes,target=d5:r215:peven:b2 expected=d5:r215:peven:b2
H1_retarded_window_identity,d5:r236:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r236:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r236:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r236:peven:b1,yes,3c+1=3388 2a=3388
H3_lift_child_mod3,d5:r236:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r236:peven:b1,yes,T(2c)=1129 c=1129
H3_lift_target,d5:r236:peven:b1,yes,target=d5:r71:peven:b1 expected=d5:r71:peven:b1
H3_lift_parity_window_exact,d5:r236:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r236:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r236:peven:b1,yes,y=10
H1_retarded_target,d5:r236:peven:b2,yes,target=d5:r215:peven:b2 expected=d5:r215:peven:b2
H1_retarded_window_identity,d5:r236:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r236:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r236:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r236:peven:b2,yes,3c+1=472 2a=472
H3_lift_child_mod3,d5:r236:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r236:peven:b2,yes,T(2c)=157 c=157
H3_lift_target,d5:r236:peven:b2,yes,target=d5:r71:peven:b1 expected=d5:r71:peven:b1
H3_lift_parity_window_exact,d5:r236:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r236:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r236:peven:b2,yes,y=10
H1_retarded_target,d5:r237:podd:b0,yes,target=d5:r219:peven:b2 expected=d5:r219:peven:b2
H1_retarded_window_identity,d5:r237:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r237:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r237:podd:b0,yes,y=10
H1_retarded_target,d5:r237:peven:b1,yes,target=d5:r219:peven:b2 expected=d5:r219:peven:b2
H1_retarded_window_identity,d5:r237:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r237:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r237:peven:b1,yes,y=10
H1_retarded_target,d5:r237:peven:b2,yes,target=d5:r219:peven:b2 expected=d5:r219:peven:b2
H1_retarded_window_identity,d5:r237:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r237:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r237:peven:b2,yes,y=10
H1_retarded_target,d5:r238:podd:b0,yes,target=d5:r223:peven:b2 expected=d5:r223:peven:b2
H1_retarded_window_identity,d5:r238:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r238:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r238:podd:b0,yes,y=10
H1_retarded_target,d5:r238:peven:b1,yes,target=d5:r223:peven:b2 expected=d5:r223:peven:b2
H1_retarded_window_identity,d5:r238:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r238:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r238:peven:b1,yes,y=10
H1_retarded_target,d5:r238:peven:b2,yes,target=d5:r223:peven:b2 expected=d5:r223:peven:b2
H1_retarded_window_identity,d5:r238:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r238:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r238:peven:b2,yes,y=10
H1_retarded_target,d5:r239:podd:b0,yes,target=d5:r227:peven:b2 expected=d5:r227:peven:b2
H1_retarded_window_identity,d5:r239:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r239:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r239:podd:b0,yes,y=10
H1_retarded_target,d5:r239:peven:b1,yes,target=d5:r227:peven:b2 expected=d5:r227:peven:b2
H1_retarded_window_identity,d5:r239:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r239:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r239:peven:b1,yes,y=10
H1_retarded_target,d5:r239:peven:b2,yes,target=d5:r227:peven:b2 expected=d5:r227:peven:b2
H1_retarded_window_identity,d5:r239:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r239:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r239:peven:b2,yes,y=10
H1_retarded_target,d5:r240:podd:b0,yes,target=d5:r231:peven:b2 expected=d5:r231:peven:b2
H1_retarded_window_identity,d5:r240:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r240:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r240:podd:b0,yes,y=10
H1_retarded_target,d5:r240:peven:b1,yes,target=d5:r231:peven:b2 expected=d5:r231:peven:b2
H1_retarded_window_identity,d5:r240:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r240:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r240:peven:b1,yes,y=10
